singer,title,lyric,genre
김범수,끝사랑,"내가 이렇게 아픈데
그댄 어떨까요
원래 떠나는 사람이
더 힘든 법인데
아무 말하지 말아요
그대 마음 알아요
간신히 참고 있는 날
울게 하지 마요
이별은 시간을 멈추게 하니까
모든걸 빼앗고 추억만 주니까
아무리 웃어 보려고
안간힘 써 봐도
밥 먹다가도 울겠지만
그대 오직 그대만이
내 첫사랑 내 끝사랑
지금부터 달라질 수 없는
한 가지
그대만이 영원한 내 사랑
그대도 나처럼 잘못했었다면
그 곁에 머물기 수월했을까요
사랑해 떠난다는 말
과분하다는 말
코웃음 치던 나였지만
그대 오직 그대만이
내 첫사랑 내 끝사랑
지금부터 그대
나를 잊고 살아도
그대만이 영원한 내 사랑
나는 다시는 사랑을
못할 것 같아요
그대가 아니면",발라드
아이유,스물셋,"I'm twenty three
난 수수께끼 Question
뭐게요 맞혀봐요
I'm twenty three
틀리지 말기 Because
난 몹시 예민해요
맞혀봐
한 떨기 스물셋 좀
아가씨 태가 나네
다 큰 척해도 적당히 믿어줘요
얄미운 스물셋
아직 한참 멀었다 얘
덜 자란 척해도
대충 속아줘요
난 그래 확실히 지금이 좋아요
아냐 아냐
사실은 때려 치고 싶어요
아 알겠어요
나는 사랑이 하고 싶어
아니 돈이나 많이 벌래
맞혀봐
어느 쪽이게
얼굴만 보면 몰라
속마음과 다른 표정을 짓는 일
아주 간단하거든
어느 쪽이게
사실은 나도 몰라
애초에 나는 단 한 줄의
거짓말도 쓴 적이 없거든
여우인 척 하는 곰인 척
하는 여우 아니면
아예 다른 거
어느 쪽이게
뭐든 한 쪽을 골라
색안경 안에 비춰지는 거
뭐 이제 익숙하거든
Check it out
겁나는 게 없어요
엉망으로 굴어도
사람들은 내게 매일 친절해요
인사하는 저 여자
모퉁이를 돌고도
아직 웃고 있을까
늘 불안해요
난 영원히 아이로 남고 싶어요
아니 아니
물기 있는 여자가 될래요
아 정했어요
난 죽은 듯이 살래요
아냐 다 뒤집어 볼래
맞혀봐
어느 쪽이게
얼굴만 보면 몰라
속마음과 다른 표정을 짓는 일
아주 간단하거든
어느 쪽이게
사실은 나도 몰라
애초에 나는 단 한 줄의
거짓말도 쓴 적이 없거든
여우인 척 하는 곰인 척
하는 여우 아니면
아예 다른 거
어느 쪽이게
뭐든 한 쪽을 골라
색안경 안에 비춰지는 거
뭐 이제 익숙하거든
난 당신 맘에 들고 싶어요
아주 살짝만
얄밉게 해도 돼요
난 당신 맘에 들고 싶어요
자기 머리 꼭대기 위에서
놀아도 돼요
맞혀봐
어느 쪽이게
얼굴만 보면 몰라
속마음과 다른 표정을 짓는 일
아주 간단하거든
어느 쪽이게
사실은 나도 몰라
애초에 나는 단 한 줄의
거짓말도 쓴 적이 없거든
여우인 척 하는 곰인 척
하는 여우 아니면
아예 다른 거
어느 쪽이게
뭐든 한 쪽을 골라
색안경 안에 비춰지는 거
뭐 이제 익숙하거든",댄스
임창정,또 다시 사랑,"아픔이 좀 더 작아질까
의미 없는 만남을 하다가
어느 날 그대가 흘린 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가면서
분명 행복할 걸 알겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것 일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
어느 날 그대가 숨긴 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는 가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가는 게
혹시 두렵기도 하겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
절대 우리 작은 다툼조차 하지 마요
이별 후엔 서운함만
가슴속에 남으니
사소한 그 표현이 그 말들이
언제나 나에겐 참
고마울 거예요
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것 일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
사랑 언제나 이번이 마지막이라며",발라드
사이먼 도미닉,사이먼 도미닉,"Simon Simon Dominic
Simon D o m i n i c oh oh
Simon Simon Dominic
Simon D o m i n i c oh oh
Simon says
1998' 당시 내 고향은
힙합 불모지
Ra D와 Keeproots
두 사람은 나의 OG
난 Bad Boy 대신에
교복에 flipflop
쉬는 시간엔 축구보다
힙합 CD와 beatbox
라이브 클럽이
콜라텍으로 바뀌던 시기쯤에
무대를 잃었던
내 라임들은 부지기수
지금은 찾을 수도 없는
그 시절 내 demo tape
그때보다 순수한 걸
이젠 못 내놓네
부대 똥다리 또
부산역 광장에서
freestyle 하던 때가
나의 첫 번째 primetime
가리온이 부산에 떴다 하면
짝퉁 백포스 꺼내
신고선 어디든 달려갔고
Master Plan 보면서
부러웠던 서울
내 꿈은 기차로
딱 네 시간 거리에 있었어도
부모님 믿음 없인
힘이 없던 내 a k a
어쨌건 음악은
내 삶의 첫걸음을
떼게 했네
모든 남자들은 S'up
모든 여자들은 ass up
you can call me
Simon D o m i n i c
더 크게 불러줘
say my name say my name
Simon Simon Dominic
Simon D o m i n i c oh oh
Simon Simon Dominic
Simon D o m i n i c oh oh
힙합이 밥도 안 맥여 준다고
남 탓하던 놈들은 옆에 안 뒀지
내 성격 좀 tight했거든
away game에 더 강했던
hometown hero
대구에서 나 같은 놈
하나 만난 뒤로
game changed
이센스와 난 갱상
finest two 촌놈 styles
서울의 mc들을 먹어 치우는 꿈
2008 앨범 한 장 없었어도
underground kingz
섭외 1순위에
우릴 매번 올려놨지
믹스테잎은 다 sold out
아메바 계약 후엔
내가 번 돈만 본 다음
몇몇은 배 아프대
오해 가득한 술자리에선
talk dirty 2 em'
잃은 게 좀 많지만
다 추억거리뿐인
20대가 남긴 건
사라질 인기와 돈 따위
물론 지금의 내가
있기까지의 도움닫기
밤낮 없던 압박감들
다 잊지 못해도
기억할 건 내 이름과 이센스
team forever
ever ever
모든 남자들은 S'up
모든 여자들은 ass up
you can call me
simon d o m i n i c
더 크게 불러줘
say my name say my name
Simon Simon Dominic
Simon D o m i n i c oh oh
Simon Simon Dominic
Simon D o m i n i c oh oh
always on my grind
여러 번의 테이크에
이제 인트로 하나를 잘 끝냈네
차가운 새벽은
몇 번이나 날 죽이고서
다음날 밤에 다시 뜨겁게
부활시켜줬어
나의 제2막
책임감이 날 애타게 한 뒤에
내 야망은 쉽게 눈 안 떠
top 100 따위엔
돈이 다가 아냐
i just wanna rhyme with my homies
누릴 수 있을 때
누리는 거야
난 오직 음악에 살 거야
그게 내 성공의 좌표
one love 따윈
개나 주고
다들 눈에 힘 빡 줘
래퍼 vs 래퍼
레이블 vs 레이블
메이저 vs 마이너
그 모든 것들 vs 내 이름
Simon Simon Dominic
Simon D o m i n i c oh oh
Simon Simon Dominic
Simon D o m i n i c oh oh",랩/힙합
BIGBANG 빅뱅,우리 사랑하지 말아요,"우리 사랑하지 말아요
아직은 잘 모르잖아요
사실 조금은 두려운 거야
그대 미안해요
우리 약속하지 말아요
내일은 또 모르잖아요
하지만 이 말 만은 진심이야
그대 좋아해요
아무것도 묻지 말아요
대답할 수 없어요
지금 이렇게 둘이 행복한데 왜
날 가지려 하지 말아요
그저 이대로 조금만 있어요
갈수록 더 마음 아파지게 왜
잦은 만남 뒤엔 이별
계속 반복되는 실연
더는 의미를 찾을 수 없어
어리석은 미련
사랑의 탈을 쓴 mistake
느끼는 감정은 다 비슷해
하지만 이 순간만큼은
I want you to stay
우리 사랑하지 말아요
아직은 잘 모르잖아요
사실 조금은 두려운 거야
그대 미안해요
우리 약속하지 말아요
내일은 또 모르잖아요
하지만 이 말 만은 진심이야
그대 좋아해요
나를 보며 웃지 말아요
정들면 슬퍼져요
예쁜 그 미소가 눈물이 될까 봐
사랑이란 두 글자 속에
우릴 가두려고 하지 말아요
채우지 못할 욕심이니까
처음엔 설렘을 안고
반은 고민을 안고
끝엔 서로 의리로나마 지내
시행착오
난 하루하루가 불안해
네 그 순수함이 부담돼
하지만 오늘 밤만큼은
I want you to stay
내게 너무 많은 걸 바라지마
나도 그댈 잃고 싶진 않아
깊어지기 전에 상처 입기 전에
날 믿지 말아요
넌 항상 그래
이기적인 새끼
우리 사랑하지 말아요
아직은 잘 모르잖아요
사실 조금은 두려운 거야
그대 미안해요
우리 약속하지 말아요
내일은 또 모르잖아요
하지만 이 말 만은 진심이야
그대 좋아해요",댄스
원더걸스,I Feel You,"내게 걸어놓은 마법이 뭔지
헤어 나오질 못하고 있어
한번도 이런 적이 없이
흔들린 적이 없었던 난데 No
Woo 하루 종일 이래 네 생각에 취해
Woo 기다리기만 해 널 만나러 가게
Woo woo baby 어쩌면 좋아
너 없인 못 살 것만 같아
Woo baby
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어
점점 더 빠져만 가
점점 더 미쳐만 가
점점 더 어떻게 나
Baby
네 손길이 아직도 나를
스치고 있는 것만 같아
네 목소리가 내 귓가에
계속 속삭이는 것만 같아 No
Woo 하루 종일 이래 네 생각에 취해
Woo 기다리기만 해 널 만나러 가게
Woo woo baby 어쩌면 좋아
너 없인 못 살 것만 같아
Woo baby
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어
눈 감아도 들려
달콤한 숨결 느껴
그만 날 보고 불 꺼
니 시선이 더 날 붉혀
손발 끝 간질거려와
달아오르는 체온 숨 가빠와
더 이상은 참을 수가 없어 나
이제 Please baby be mine
I Feel You
혼자 있어도 너의 손길이 느껴져
하루 종일 나를 만져
I Feel You
빠져있는데 헤어나올 수가 없어
너에게 달려갈 생각뿐이 없어
점점 더 빠져만 가
점점 더 미쳐만 가
점점 더 어떻게 나
Baby",댄스
BIGBANG 빅뱅,맨정신,"제발 좀 잘난 척 하지 마
알고 보면 네가 제일 불쌍해
그래 날 더 자극 시켜봐
잠깐 재미라도 볼 수 있게
돈 쫓다 권력 쫓다 명예만 쫓다
가랑이가 찢어져 자빠질 테니까
사랑 좋다 우정 좋다 말들 하지만
각오해 뒤통수가 시릴 테니까
Hey doctor doctor
날 좀 살려줘요
확 돌아버리겠으니까
어설픈 말들로 둘러대지 말고
Hear me say
맨정신이 난 힘들어
아무것도 할 수가 없어
맨정신이 난 제일 싫어
너 없인 잠들 수가 없어
시간은 더럽게 안 가고
나이만 들어 죽은 듯 살아
할 일은 더럽게 많은데
하고 싶은 건 하나도 없어
세상이 내겐 차갑고
남 시선은 따갑지
어른 같지만 어린 아이
작은 키만 훌쩍 자랐지
어릴 적 낭만은 사라진 환상
내 기분은 광활한 광야
사람들은 날 이해 못 해
나도 몰래 맛 가볼래
취해라 취해 천국으로 가
깨고 나면 지옥 얼마 못 가
난 지금 시금치 없는 뽀빠이
이런 나를 유혹하는 웃음 폭탄
Hey TAXI TAXI
날 데려가 줘요
이곳은 너무 힘드니까
며칠 동안만이라도
숨 좀 쉴 수 있게
맨정신이 난 힘들어
아무것도 할 수가 없어
맨정신이 난 제일 싫어
너 없인 잠들 수가 없어
시간은 더럽게 안 가고
나이만 들어 죽은 듯 살아
할 일은 더럽게 많은데
하고 싶은 건 하나도
Without you
모든 게 두려워
네가 없인 깜깜한 이 밤이
차가운 세상이
난 너무 힘에 겨워
Without you
아직도 이곳에 홀로 남아
너 하나만을 믿고
이렇게 기다리는 내가
바보 같잖아 No No No
맨정신이 난 힘들어
아무것도 할 수가 없어
맨정신이 난 제일 싫어
너 없인 잠들 수가 없어
라 라라라 라 라라라
라 라라라 라 라라라
라 라라라 라 라라라
라 라라라 라 라라라
라 라라라 라 라라라
라 라라라 라 라라라
라 라라라 라 라라라
라 라라라 라 라라라",락
씨스타,SHAKE IT,"너만을 유혹하는 춤
우우우 우우우우
심장에 매력 발산 중
우우우 우우우우
손끝만 스쳐도 막 쿵쿵쿵쿵 Oh
내 맘이 흔들려
Shake it shake it for me
Shake it shake it for me
나나나 나나나 나나나
Hey
나나나 나나나 나나나
짜릿한 이 느낌
날 춤을 추게 해
지금 이 순간
Shake it
Bae bae baby
Love me love me love me now
흔들리는 내 맘 모르겠니
So let's dance
Just shake it let's dance
좀 더 핫하게 완전 와일드하게
Make it louder 우우우
더 크게 make it louder 우우우
날 자꾸 흔들어 흔들어
놀라게 흔들어
Shake it oh shake it
밤새 나와 Shake it baby
아주 fun하고 smart하게
흔들흔들어
온몸이 찌릿찌릿 우리 둘이
흔들흔들어
심하게 통하니 여기 불났으니
When I Move
움직여 자리 잡았으니
Shake it shake it for me
Shake it shake it for me
나나나 나나나 나나나
Hey
나나나 나나나 나나나
짜릿한 이 느낌
날 춤을 추게 해
지금 이 순간
Shake it
Bae bae baby
Love me love me love me now
흔들리는 내 맘 모르겠니
So let's dance
Just shake it let's dance
좀 더 핫하게 완전 와일드하게
Make it louder 우우우
더 크게 make it louder 우우우
날 자꾸 흔들어 흔들어
놀라게 흔들어
Shake it oh shake it
밤새 나와 Shake it baby
Shake it oh shake it
Shake it up shake it for me
Shake it oh shake it
Shake it up shake it for me
Shake it oh shake it
Shake it up shake it for me
Shake it oh shake it
Shake it up shake it for me
Shake it for me my baby
Shake it for me my baby
그렇게 모두 모여 dance
Just shake it let's dance
좀 더 핫하게 완전 와일드하게
Make it louder 우우우
더 크게 make it louder 우우우
날 자꾸 흔들어 흔들어
놀라게 흔들어
Shake it oh shake it
밤새 나와 Shake it baby",댄스
EXO,LOVE ME RIGHT,"Oh Yeah C’mon
Take your time
왠지 두근대는 밤이야
Na Na Na Na
Na Na Na Na
So tonight
달 끝까지 달려가볼까
Yea Yea Yea Yea
Yea Yea Yea Yea
Just right
시동을 걸어 엑셀에 발을 올려
모든 것이 특별해
너와는 잘 어울려
무엇을 원하던
Imma make it work Yeah
Shawty
Imma party till the sun down
지금 이 신비로운 느낌은 뭘까
와줘 내게로 어서
Before the sun rise
네가 없는 난 어딜 가도 Nobody
Yeah 오
도로 위에 여긴 runway
날 바라보는 눈 속 milky way
Just love me right 아하
Baby love me right 아하
오 내게로 와 망설이지마
넌 매혹적인 나의 universe
Just love me right 아하
내 우주는 전부 너야
Just love me right
Just love me right
Just love me right
내 우주는 전부 너야
Shine a light
별빛 속을 달려 은하술 건너
Na Na Na Na
멈출 순 없어 오예
우릴 비추는 달빛은 여전하지
네 궤도 안 헤매고 있어 난 아직
I can do this all night long baby
네가 없는 난 어딜 가도
반쪽짜리니까
달빛 찬란한 밤 펼쳐진
별들의 불꽃놀이
좀 더 높이 날아가볼까 날아가볼까
가슴 터질듯한 이 순간
우리 둘만 떠올라
발 밑에 지구를 두고 love me right
도로 위에 여긴 runway
날 바라보는 눈 속 milky way
Just love me right 아하
Baby love me right 아하
So come on baby 눈이 부시게
더 아름다운 너의 universe
아름다운 lady
Just love me right 아하
내 우주는 전부 너야 오
Just love me right
Just love me right
Can you love me right
Just love me right
I just wanna make you love me
내 우주는 전부 너야
수 없는 밤이 찾아와도
내 하늘엔 오직 너만 빛나 Woo Yeah
속삭여줘 내게만
밤하늘을 너와 내가
물들여가
도로 위에 여긴 runway
날 바라보는 눈 속 milky way
Just love me right 아하
Baby love me right 아하
오 내게로 와 망설이지마
넌 매혹적인 나의 universe
Just love me right 아하
내 우주는 전부 너야
Just love me right Oh oh oh yeah
Just love me right
Just love me right 우리만의 시간
내 우주는 전부 너야
Just love me right
Just love me right
Just love me right
I just wanna make you love me
Yea Woo You got to love
Yea You got to love me
Yea
내 우주는 전부 너야
Yea You love me
Yea You love me
Yea
내 우주는 전부 너야",댄스
BIGBANG 빅뱅,WE LIKE 2 PARTY,"오늘도 친구들이 왔어
MAN HOW YOU BEEN WHATS UP
AYE 여기 한 잔만 줄래
제일 늦게 마시는 사람 술래
그냥 섞어 마셔 CHAMPAGNE
AND IF U KNOW WHAT I’M SAYIN
내 손목을 보니 시간은 금이야
불금이야 YOU DIG
우린 젊기에 후회 따윈 내일 해
조금 위험해
AYE MAN YOU BETTER SLOW IT DOWN
다시 돌아오지 않을 오늘을 위해
저 하늘을 향해 건배해
WE LIKE 2 PARTY
YEAH YEAH YEAH YEAH
WE LIKE 2 PARTY
머리 위에 해 뜰 때까지
WE LIKE 2 PARTY
YEAH YEAH YEAH YEAH
WE LIKE 2 PARTY
서쪽에서 해 뜰 때까지
오래간만에 불장난해
지금 이 순간 나랑 같이 밖에 나갈래
시끌 시끌 분위기는 환상
겁이 없는 멋쟁이들 꽐라
여기저기 널부러진 OPUS ONE에
마무리는 달콤하게 D’yquem
너는 빼지 않지 가지 함께 천국까지
맨 정신은 반칙
우린 젊기에 후회 따윈 내일 해
조금 위험해
AYE MAN YOU BETTER SLOW IT DOWN
다시 돌아오지 않을 오늘을 위해
저 하늘을 향해 건배해
WE LIKE 2 PARTY
YEAH YEAH YEAH YEAH
WE LIKE 2 PARTY
머리 위에 해 뜰 때까지
WE LIKE 2 PARTY
YEAH YEAH YEAH YEAH
WE LIKE 2 PARTY
서쪽에서 해 뜰 때까지
너 없인 미쳐버리겠어
DJ PLAY A LOVE SONG
나 취한 게 아냐
네가 보고 싶어 죽겠어
SO DJ PLAY A LOVE SONG
WE LIKE 2 PARTY
YEAH YEAH YEAH YEAH
WE LIKE 2 PARTY
머리 위에 해 뜰 때까지
WE LIKE 2 PARTY
YEAH YEAH YEAH YEAH
WE LIKE 2 PARTY
서쪽에서 해 뜰 때까지",랩/힙합
BIGBANG 빅뱅,BAE BAE,"I'M IN LOVE
눈에 콩깍지 씌었어 BABE
하의 실종에 흰 와이셔츠 BABE
사람이야 천사야
OH JESUS BABE
눈부셔 BABE
SUNGLASS BABE
정신이 망신이야 홀렸어 네게
피가 한쪽으로 또 쏠렸어 네게
위험해
YOU'RE SO DANGEROUS BABE
살려줘 BABE
경찰 불러 BABE
BABY BABY 지금처럼만
아름다워 줄래 넌
시간이 지나도 내가 설렐 수 있게
BABY BABY 넌 시들지 마
이기적인 날 위해
그 모습 그대로
넌 그대로 여야만 해
사슴같이 예쁜 눈
나의 PRINCESS
나를 보고 비웃는 게
너무 CHIC 해
미친 거 아닐까
자연 미인 특이해 특이해
내게 완벽한 그대여
나의 MUSE 해
우리 둘이 편해 완전 살찌네
너와 몸이 완전 착착 감기네
영원히 넌 스물다섯이야 내게
변치 않아 BABE
5 X 5 BABE
BABY BABY 지금처럼만
아름다워 줄래 넌
시간이 지나도 내가 설렐 수 있게
BABY BABY 넌 시들지 마
이기적인 날 위해
그 모습 그대로
넌 그대로 여야만 해
난 예쁜 꽃을 든 남자
모든 이가 사랑할
너란 꽃을 든 남자
그대 향기에 취해
난 또 몽롱해지고
꺾이지 말아주오 제발 너만은
찹쌀떡 찹쌀떡
궁합이 우리 우리 궁합이
찹쌀떡 찹쌀떡
궁합이 우리 우리 궁합이",랩/힙합
BIGBANG 빅뱅,LOSER,"LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기
거울 속에 난 I'M A
솔직히 세상과 난 어울린 적 없어
홀로였던 내겐 사랑 따윈 벌써
잊혀 진지 오래 저 시간 속에
더 이상은 못 듣겠어
희망찬 사랑 노래
너나 나나 그저 길들여진 대로
각본 속에 놀아나는 슬픈 삐에로
난 멀리 와버렸어
I'M COMING HOME
이제 다시 돌아갈래
어릴 적 제자리로
언제부턴가 난 Yeah
하늘 보다 땅을 더 바라보게 돼
숨쉬기조차 힘겨워
손을 뻗지만 그 누구도
날 잡아 주질 않네 I'M A
LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기
거울 속에 난 I'M A
반복되는 여자들과의 내 실수
하룻밤을 사랑하고 해 뜨면 싫증
책임지지 못 할
나의 이기적인 기쁨
하나 땜에 모든 것이
망가져버린 지금
멈출 줄 모르던 나의 위험한 질주
이젠 아무런 감흥도
재미도 없는 기분
나 벼랑 끝에 혼자 있네
I'M GOING HOME
나 다시 돌아갈래
예전의 제자리로
언제부턴가 난 Yeah
사람들의 시선을 두려워만 해
우는 것조차 지겨워
웃어보지만 그 아무도
날 알아주질 않네 I'M A
LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기 거울 속에 난
파란 저 하늘을 원망하지 난
가끔 내려놓고 싶어져
I WANT TO SAY GOOD BYE
이 길의 끝에 방황이 끝나면
부디 후회 없는 채로
두 눈 감을 수 있길
LOSER 외톨이
센 척하는 겁쟁이
못된 양아치 거울 속에 넌
JUST A LOSER 외톨이
상처뿐인 머저리
더러운 쓰레기
거울 속에 난 I'M A
LOSER
I'M A LOSER
I'M A LOSER
I'M A LOSER",랩/힙합
케이윌,꽃이 핀다,"바람꽃이 날리고
해가 길어져 가고
이젠 이 길을
밤새 걸어도 걸어도
손 끝이 시리지가 않아
무거운 너의 이름이
바람에 날아오르다
또 다시 내 발끝에 떨궈져
아직 너도 날 떠나지 않는 걸까
아주 가끔은 널 잊고
하루가 지나고
아주 가끔은 너 아닌
다른 사람을 꿈꿔도
나의 마음에선
너란 꽃이 자꾸 핀다
가슴에 no no no no
아픈 니가 핀다
아무도 모를 만큼만
그리워하며 살았어
소리 내 울었다면 난 지금
너를 조금 더 잊을 수 있었을까
아주 가끔은 널 잊고
하루가 지나고
아주 가끔은 너 아닌
다른 사람을 꿈꿔도
나의 마음에선
너란 꽃이 자꾸 핀다
가슴에 no no no no
아픈 니가 핀다
나의 입술로
너의 마음을 말하다 운다
우리 사랑이 멀리 흩어져 간다
너 하나쯤은
가슴에 묻을 수 있다고
계절 몇 번을 못 지나
잊을 거라 믿었는데
지금 이 거리엔
너를 닮은 꽃이 핀다
또 다시 no no no no
시린 봄이 온다",발라드
허각,사월의 눈,"어느새 그 차가웠던
긴 겨울에 하얀 눈도
스르륵 봄바람에 다 녹아내려요
다시 또 누군가를
사랑할 수 있으려나요
눈부신 따스한 봄날엔
그토록 욕해대고
할퀴어대던 두 사람이
나였는지 그녀였는지
조차 잊어버린 듯
그 겨울 그 겨울이
그때 우리가 참 그리워
미운데 미운데 그리워
큰맘 먹고 살짝 열어본 내 창가에
눈부신 봄날 햇살 아래로
차디찬 눈이 내려요
작은 내 방에 내 텅 빈 가슴에
그 아팠던 상처가
또 다시 덧나려는 듯
이른 봄날에 눈이 내려요
주르륵 흘러내린
내 눈물마저도 차네요
내게도 봄날이 올까요
누군갈 또 다시 사랑하고 싶어서
미친 듯 거리를 걸어봐도
차디찬 눈이 내려요
내 두 눈가에 이 못난 가슴에
그 아팠던 상처가
또 다시 덧나려는 듯
이른 봄날에 눈이 내려요
하얗게 추억들이 내려요
주르륵 흘러내린
내 눈물마저 차가운데
내게도 봄날이 올까요
따스한 봄날이 올까요",발라드
나얼,같은 시간 속의 너,"꼭 그러지 않아도
충분히 널 이해할 수 있어
다른 사람 곁에 서 있는 니 모습이
조금 어색하지만
다 버리지 않아도
어떻게든 이겨낼 수 있어
다른 사랑 찾아가버린 니 얼굴이
그렇게 밉진 않아
이제 우리 같은 시간 속을 남처럼
그렇게 걸으면 돼
달아나도 가지 못할 기억 안고
아무말도 하지마요
더는 안된다는거 잘 알아요
많은 날들이 아무 의미없진 않겠죠
멀어지는 바람처럼
우리 함께한 기억들을 꿈처럼
그렇게 안으면 돼
눈 감아도 잊지 못할 추억의 널 묻고
아무말도 하지마요
더는 안된다는거 잘 알아요
사랑했던 날 모두 사라지진 않겠죠
우릴 스치는 안개처럼
아무것도 묻지 않을게요
이대로 묻어둘래요 나는요
거짓말처럼 또 하루가 살아지겠죠
떨어지는
같은 시간 속의 너",알앤비/어반
노을,목소리,"너무 보고 싶어서 가만히
너를 떠올려 보기도 했어
기억 속 네가 흐려진 만큼
잊혀진 거라 믿었어
지워질 거라고
하지만 지날수록
너의 그 모습보다
아련한 향기보다 그리워
단 한 번만 다시 들을 수 없을까
귓가에 맴도는 네 목소리
이렇게 너를 부르면
언젠간 들을 수가 있을까
사랑한 날의 네 목소리
사랑한다는 말이
익숙해질 즈음
그 때 우린 헤어졌어
한동안 너의 따스히 건네던
그 말을 잊은 채
너와 다시 만나고
너를 안고 싶었던
지난 날의 내가 참 미워
단 한 번만 다시 들을 수 없을까
귓가에 맴도는 네 목소리
이렇게 너를 부르면
언젠간 들을 수가 있을까
사랑한 날의 네 목소리
그렇게 떠나가던 날
끝없이 나를 소리쳐 부르던
그 날의 널 잊을 수 없어
너의 목소리로 가득한 그 거리도
단 한 번만 그 때처럼 다시 한 번만
귓가에 맴도는 네 목소리
이렇게 너를 부르면
언젠간 들을 수가 있을까
사랑한 날의 네 목소리
사랑했던 네 목소리",발라드
정승환,사랑에 빠지고 싶다,"운동을 하고 열심히 일하고
주말엔 영화도 챙겨보곤 해
서점에 들러 책 속에 빠져서
낯선 세상에 가슴 설레지
이런 인생 정말 괜찮아 보여
난 너무 잘살고 있어 헌데 왜
너무 외롭다 나 눈물이 난다
내 인생은 이토록 화려한데
고독이 온다 넌 나에게 묻는다
너는 이 순간 진짜 행복 하니
난 대답한다 난 너무 외롭다
내가 존재하는 이유는 뭘까
사랑이 뭘까 난 그게 참 궁금해
사랑하면서 난 또 외롭다
사는 게 뭘까 왜 이렇게 외롭니",발라드
EXID,위아래,"위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래 UP
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래 DOWN
난 몰라 순진한 척 하는 네 동공
날 네 맘대로 들었다가는 놓고
then i feel loco oh oh
날 미치게 만들어
강제탑승한 roller
co coaster su such a monster
HEY BABY BOY
빙글 빙글 빙글 돌리지 말고 넌
HEY BABY BOY
아슬 아슬하게 스치지 말고 넌
그만 좀 건드려 건드려
애매하게 건드려 넌
위 아래 위 위 아래
자꾸 위 아래로 흔들리는 나
Why don't u know
don't u know don't u know
확실하게 내게 맘을 보여줘
Why don't u know
don't u know don't u know yeah ey
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래
UP UP DOWN DOWN
네 말투 네 표정들
날 헷갈리게 하면서 넌
흘리지 또 흘리지
흔들흔들흔들흔들
없는 척 모르는 척
들었다 놨다 하면서 넌
부리지 끼 부리지
흔들흔들흔들흔들
HEY BABY BOY
빙글 빙글 빙글 돌리지 말고 넌
HEY BABY BOY
아슬 아슬하게 스치지 말고 넌
그만 좀 건드려 건드려
애매하게 건드려 넌
위 아래 위 위 아래
자꾸 위 아래로 흔들리는 나
Why don't u know
don't u know don't u know
확실하게 내게 맘을 보여줘
Why don't u know
don't u know don't u know yeah ey
Just do what you wanna
do what you wanna
약올리지 말고 내게 확신을 줘넌
쓸데없는 말은 불필요해 필요해
장난아닌 진심 날 선택의 기로에
서게하지마 날 눈물 젖게 하지마
위 아래 위 위 아래
위 아래 위 위 아래
자꾸 위 아래로 흔들리는 나
Why don't u know
don't u know don't u know
확실하게 내게 맘을 보여줘
Why don't u know
don't u know don't u know yeah ey
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래 UP
위 아래 위 위 아래
위 아래 위 위 아래
위 아래 위 위 아래",댄스
